ID,Name,Variable,Method,Class,Package,File,File Name
CS1,UnusedParameters,timeInfo,beep_head_callback,,,/home/shahrukh/smellDetection/Detection/projects/projects/projects6/JNIHelper-master/src/native/posix.cpp,posix.cpp
CS2,UnusedParameters,statusFlags,beep_head_callback,,,/home/shahrukh/smellDetection/Detection/projects/projects/projects6/JNIHelper-master/src/native/posix.cpp,posix.cpp
